Trait	nSNP	overall_p	mscomp	File_ID	First_Author	Year	Reference	Trait_ID_2.0	Trait_long	Trait_class	N0	N1	N	Chip	Population	Collection	sig_overall
D3_OTHERAPLASTICANAEMIA_FinnGen_FinnGenR5_1	561	0.0480019402471507	PC6 (3e-02)	D3_OTHERAPLASTICANAEMIA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_OTHERAPLASTICANAEMIA	Other and unspecified aplastic anaemias (FinnGen)	OTH	212238	135	212373	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_OTHERBLOOD_FinnGen_FinnGenR5_1	561	0.40854281247193	PC13 (1e-01)	D3_OTHERBLOOD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_OTHERBLOOD	Oher diseases of blood and blood-forming organs (FinnGen)	OTH	215755	739	216494	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_OTHERWHITECELL_FinnGen_FinnGenR5_1	561	0.816367125757893	PC10 (2e-01)	D3_OTHERWHITECELL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_OTHERWHITECELL	Other disorders of white blood cells (FinnGen)	IMD	215755	651	216406	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_OTHNONTHROMBOCYTOPENPURPURA_FinnGen_FinnGenR5_1	561	0.0693654866235656	PC9 (1e-02)	D3_OTHNONTHROMBOCYTOPENPURPURA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_OTHNONTHROMBOCYTOPENPURPURA	Other nonthrombocytopenic purpura (FinnGen)	OTH	216099	86	216185	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC_FinnGen_FinnGenR5_1	561	0.235771477490839	PC13 (4e-02)	D3_PURPURA_AND3_OTHER_HAEMORRHAGIC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions (FinnGen)	OTH	216099	1829	217928	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_SARCOIDOSIS_FinnGen_FinnGenR5_1	561	1.6426693319156e-08	PC3 (4e-06)	D3_SARCOIDOSIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	215712	2046	217758	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
D3_SCNDPOLYCYTHAEMIA_FinnGen_FinnGenR5_1	561	0.901391779285934	PC7 (2e-01)	D3_SCNDPOLYCYTHAEMIA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia (FinnGen)	OTH	215755	225	215980	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_SCNDTHROMBOCYTOPENIA_FinnGen_FinnGenR5_1	561	0.931545776951229	PC12 (1e-01)	D3_SCNDTHROMBOCYTOPENIA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_SCNDTHROMBOCYTOPENIA	Secondary thrombocytopenia (FinnGen)	OTH	216099	94	216193	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_SPLEENDISEASE_FinnGen_FinnGenR5_1	561	0.327034124141299	PC11 (6e-02)	D3_SPLEENDISEASE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_SPLEENDISEASE	Diseases of spleen (FinnGen)	OTH	215755	164	215919	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_THROMBOCYTOPENIANAS_FinnGen_FinnGenR5_1	561	0.217420339244579	PC9 (6e-02)	D3_THROMBOCYTOPENIANAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_THROMBOCYTOPENIANAS	Thrombocytopenia, unspecified (FinnGen)	OTH	216099	854	216953	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_VONVILLEBRAND_FinnGen_FinnGenR5_1	561	0.538912947546379	PC1 (4e-02)	D3_VONVILLEBRAND_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_VONVILLEBRAND	Von Willebrand disease (FinnGen)	OTH	216099	149	216248	Illumina and Affymetrix	European (Finnish)	FinnGen	No
D3_WHITEBLOODCELLNAS_FinnGen_FinnGenR5_1	561	0.647320511966565	PC12 (9e-02)	D3_WHITEBLOODCELLNAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	D3_WHITEBLOODCELLNAS	Other and unspecified disorders of white blood cells (FinnGen)	IMD	215755	467	216222	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DBP_Sakaue_doi1011012020102320213652_1	534	0.130728516031756	PC3 (3e-01)	DBP_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DBP	Diastolic blood pressure	OTH	145515	0	145515	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DCARD_Sakaue_doi1011012020102320213652_1	534	0.669274222367843	PC4 (5e-01)	DCARD_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DCARD	Dilated cardiomyopathy	OTH	177745	417	178162	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DEATH_FinnGen_FinnGenR5_1	561	0.0428675196347677	PC12 (8e-03)	DEATH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DEATH	Death (FinnGen)	OTH	203640	15152	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DEATH_UKB_Rivas_20200422_1	210	0.483462035967772	PC13 (6e-02)	DEATH_UKB_Rivas_20200422_1-hg38.tsv.gz	Rivas	2020	20200422	DEATH_UKB	Death (UKBB)	OTH	335447	1691	337138		European (White British, UKBB)	UKBB	Filtered
DENTAL_TMD_FIBRO_FinnGen_FinnGenR5_1	561	0.136958345461465	PC12 (1e-02)	DENTAL_TMD_FIBRO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DENTAL_TMD_FIBRO	TMD muscular pain lnked with fibromyalgia (FinnGen)	OTH	216262	2530	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DENTAL_TMD_FinnGen_FinnGenR5_1	561	0.247118473654332	PC9 (6e-03)	DENTAL_TMD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DENTAL_TMD	TMD related pain (FinnGen)	OTH	214064	4728	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DERMATOPOLY_FG_FinnGen_FinnGenR5_1	561	0.0011814374142355	PC13 (3e-03)	DERMATOPOLY_FG_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DERMATOPOLY_FG	Dermatopolymyositis (FG) (FinnGen)	IMD	172834	201	173035	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DIABETES_FG_FinnGen_FinnGenR5_1	561	1.41004456527684e-18	PC1 (5e-09)	DIABETES_FG_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DIABETES_FG	Diabetes, varying definitions (FinnGen)	IMD	182573	36219	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DIPH_Sakaue_doi1011012020102320213652_1	534	0.927040337644823	PC10 (7e-01)	DIPH_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DIPH	Diphtheria infection	INF	170247	541	170788	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DIS_THYROID_OTH_FinnGen_FinnGenR5_1	561	0.0124068663641611	PC13 (4e-02)	DIS_THYROID_OTH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DIS_THYROID_OTH	Other disorders of thyroid (FinnGen)	OTH	213693	169	213862	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DIURET_Sakaue_doi1011012020102320213652_1	534	0.0533799140966196	PC12 (2e-02)	DIURET_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DIURET	Diuretics	OTH	156370	22356	178726	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DKK1_Folkersen_33067605_1	429	0.222493513081534	PC11 (4e-03)	DKK1_Folkersen_33067605_1-hg38.tsv.gz	Folkersen	2020	33067605	DKK1	Dickkopf-related protein 1 levels	BMK	21758	0	21758	Multiple (see paper)	European		Filtered
DMY_Miller_26291516_1	564	0.000178261886875687	PC1 (2e-04)	DMY_Miller_26291516_1-hg38.tsv.gz	Miller	2015	26291516	DMY	Dermatomyositis	IMD	4724	705	5429		European		Yes
DMY_Rothwell_up_1	479	5.68078820289895e-06	PC1 (2e-04)	DMY_Rothwell_up_1-hg38.tsv.gz	Rothwell	2021	up	DMY	Dermatomyositis	IMD	3268	817	4085	Immunochip + Imputation	European		Yes
DM_AION_FinnGen_FinnGenR5_1	561	0.308198454416079	PC6 (3e-03)	DM_AION_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_AION	AION (anterior ischemic optic neuropathy) (FinnGen)	OTH	218051	244	218295	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_BCKGRND_RETINA_FinnGen_FinnGenR5_1	561	1.82832728520434e-24	PC1 (3e-11)	DM_BCKGRND_RETINA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_BCKGRND_RETINA	Background diabetic retinopathy (FinnGen)	IMD	204208	2026	206234	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_BCKGRND_RETINA_NONPROLIF_FinnGen_FinnGenR5_1	561	8.91508607439645e-08	PC1 (1e-05)	DM_BCKGRND_RETINA_NONPROLIF_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_BCKGRND_RETINA_NONPROLIF	Severe non-proliferative background diabetic retinopathy (FinnGen)	OTH	204208	455	204663	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_COMORB_EXMORE_FinnGen_FinnGenR5_1	561	6.69053880334118e-17	PC1 (3e-09)	DM_COMORB_EXMORE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_COMORB_EXMORE	Diabetes-related co-morbidities/complications (more controls excluded) (FinnGen)	OTH	147163	56591	203754	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_HYPOGLYC_FinnGen_FinnGenR5_1	561	9.71764696641436e-22	PC1 (3e-10)	DM_HYPOGLYC_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_HYPOGLYC	Diabetic hypoglycemia (FinnGen)	IMD	162201	3724	165925	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_KETOACIDOSIS_FinnGen_FinnGenR5_1	561	6.70671506810582e-59	PC1 (2e-21)	DM_KETOACIDOSIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_KETOACIDOSIS	Diabetic ketoacidosis (FinnGen)	IMD	162201	4510	166711	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_MACULOPATHY_EXMORE_FinnGen_FinnGenR5_1	561	6.45658207760807e-14	PC1 (3e-06)	DM_MACULOPATHY_EXMORE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_MACULOPATHY_EXMORE	Diabetic maculopathy (more controls excluded) (FinnGen)	IMD	182568	1811	184379	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_MACULOPATHY_FinnGen_FinnGenR5_1	561	1.6042402105844e-12	PC4 (8e-06)	DM_MACULOPATHY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_MACULOPATHY	Diabetic maculopathy (FinnGen)	IMD	211566	1811	213377	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_NEOVASCULAR_GLAUCOMA_FinnGen_FinnGenR5_1	561	0.68221911937619	PC6 (6e-02)	DM_NEOVASCULAR_GLAUCOMA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma (FinnGen)	IMD	204208	541	204749	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_NEPHROPATHY_EXMORE_FinnGen_FinnGenR5_1	561	1.95655517028035e-08	PC1 (2e-03)	DM_NEPHROPATHY_EXMORE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_NEPHROPATHY_EXMORE	Diabetic nephropathy (more controls excluded) (FinnGen)	IMD	181704	3283	184987	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_NEPHROPATHY_FinnGen_FinnGenR5_1	561	1.94228203503436e-07	PC1 (4e-03)	DM_NEPHROPATHY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_NEPHROPATHY	Diabetic nephropathy (FinnGen)	IMD	210463	3283	213746	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_NEUROPATHY_FinnGen_FinnGenR5_1	561	1.04730812972462e-09	PC1 (5e-07)	DM_NEUROPATHY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_NEUROPATHY	Diabetic neuropathy (FinnGen)	IMD	162201	1415	163616	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_OPTHALMIC_COMORB_FinnGen_FinnGenR5_1	561	0.0158100823312737	PC1 (6e-03)	DM_OPTHALMIC_COMORB_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_OPTHALMIC_COMORB	Diabetes, opthalmic co-morbidities (FinnGen)	IMD	176010	562	176572	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_OTHER_WIDE_FinnGen_FinnGenR5_1	561	1.33567819404377e-17	PC1 (2e-09)	DM_OTHER_WIDE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_OTHER_WIDE	Other diabetes, wide definition (FinnGen)	IMD	178413	31626	210039	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_PERIPHATHERO_FinnGen_FinnGenR5_1	561	0.0653053725478183	PC1 (1e-02)	DM_PERIPHATHERO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_PERIPHATHERO	Peripheral atherosclerosis (FinnGen)	IMD	162201	6631	168832	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_PERIPH_ANGIOPATHY_FinnGen_FinnGenR5_1	561	0.379603444357177	PC1 (3e-02)	DM_PERIPH_ANGIOPATHY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_PERIPH_ANGIOPATHY	Peripheral angiopathy (FinnGen)	OTH	162201	193	162394	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_POLYNEURO_FinnGen_FinnGenR5_1	561	0.838109585322031	PC2 (5e-02)	DM_POLYNEURO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_POLYNEURO	Diabetic polyneuropathy (FinnGen)	OTH	217377	358	217735	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_RETINA_NOS_FinnGen_FinnGenR5_1	561	4.13648766031465e-15	PC1 (5e-07)	DM_RETINA_NOS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_RETINA_NOS	Unspecified diabetic retinopathy (FinnGen)	OTH	204208	1817	206025	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_RETINA_PROLIF_FinnGen_FinnGenR5_1	561	6.08807527236641e-26	PC1 (6e-09)	DM_RETINA_PROLIF_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_RETINA_PROLIF	Proliferative diabetic retinopathy (FinnGen)	IMD	204208	8681	212889	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_RETINOPATHY_EXMORE_FinnGen_FinnGenR5_1	561	3.40597939060101e-18	PC1 (1e-06)	DM_RETINOPATHY_EXMORE_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_RETINOPATHY_EXMORE	Diabetic retinopathy (more controls excluded) (FinnGen)	IMD	176010	14584	190594	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_RETINOPATHY_FinnGen_FinnGenR5_1	561	1.11953980840819e-16	PC1 (7e-06)	DM_RETINOPATHY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_RETINOPATHY	Diabetic retinopathy (FinnGen)	IMD	202082	14584	216666	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_RET_ART_OCCLU_BRANCH_FinnGen_FinnGenR5_1	561	0.714448990678755	PC3 (6e-02)	DM_RET_ART_OCCLU_BRANCH_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_RET_ART_OCCLU_BRANCH	Retinal artery occlusion (branch) (FinnGen)	OTH	182573	98	182671	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_RET_VEIN_OCCLU_FinnGen_FinnGenR5_1	561	0.065655445573856	PC12 (2e-02)	DM_RET_VEIN_OCCLU_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_RET_VEIN_OCCLU	Retinal vein occlusion (central or branch) (FinnGen)	OTH	182573	372	182945	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DM_SEVERAL_COMPLICATIONS_FinnGen_FinnGenR5_1	561	8.59237342025184e-23	PC1 (1e-08)	DM_SEVERAL_COMPLICATIONS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_SEVERAL_COMPLICATIONS	Diabetes, several complications (FinnGen)	OTH	162201	6521	168722	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DM_VITREOUS_BLEEDING_FinnGen_FinnGenR5_1	561	0.000369144884829731	PC3 (2e-04)	DM_VITREOUS_BLEEDING_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DM_VITREOUS_BLEEDING	Vitreous bleeding (caused by prolif. dmrp when together with H36.03*) (FinnGen)	OTH	204208	1341	205549	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
DNEPH_Sakaue_doi1011012020102320213652_1	534	0.481142438777523	PC10 (3e-01)	DNEPH_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DNEPH	Diabetic nephropathy	IMD	132764	220	132984	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DNER_Hoglund_31727947_1	566	0.260874052110669	PC9 (3e-02)	DNER_Hoglund_31727947_1-hg38.tsv.gz	Hoglund	2020	31727947	DNER	Delta and Notch-like epidermal growth factor-related receptor (DNER)	BMK	871	0	871	WGS, Illumina short read technology (X-ten)	European (Swedish)	Hoglund	No
DRDIAB_Sakaue_doi1011012020102320213652_1	534	0.59589550648474	PC12 (1e-01)	DRDIAB_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DRDIAB	Drugs used in diabetes	OTH	148211	30515	178726	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DRPULC_Sakaue_doi1011012020102320213652_1	534	0.806864179294935	PC5 (1e-01)	DRPULC_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DRPULC	Drugs for peptic ulcer and gastro-esophageal reflux disease	OTH	125363	53363	178726	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY_FinnGen_FinnGenR5_1	561	0.00622506217623109	PC13 (8e-05)	DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY	Drug-induced adrenocortical insufficiency (FinnGen)	OTH	218654	138	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DRUGADVERS_CATAR_FinnGen_FinnGenR5_1	561	0.72805637915562	PC13 (7e-02)	DRUGADVERS_CATAR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRUGADVERS_CATAR	Drug-induced cataract (FinnGen)	OTH	218462	330	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DRUGADVERS_NEUTROPENIA_FinnGen_FinnGenR5_1	561	0.539752738144633	PC5 (5e-02)	DRUGADVERS_NEUTROPENIA_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRUGADVERS_NEUTROPENIA	Drug-induced neutropenia (FinnGen)	OTH	217895	897	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DRUGADVERS_OSTEOPO_FinnGen_FinnGenR5_1	561	0.820482615924259	PC8 (2e-01)	DRUGADVERS_OSTEOPO_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRUGADVERS_OSTEOPO	Drug-induced osteoporosis (FinnGen)	OTH	218668	124	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT_FinnGen_FinnGenR5_1	561	0.000830202166633669	PC2 (5e-05)	DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRUGADVERS_SYSTEMIC_LUPUS_ERYTHEMAT	Drug-induced systemic lupus erythematosus (FinnGen)	OTH	218691	101	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DRUGADVERS_TREMOR_FinnGen_FinnGenR5_1	561	0.214160769119331	PC10 (3e-02)	DRUGADVERS_TREMOR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRUGADVERS_TREMOR	Drug-induced tremor (FinnGen)	OTH	218705	87	218792	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DRY_AMD_FinnGen_FinnGenR5_1	561	0.858328439544432	PC9 (1e-01)	DRY_AMD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	DRY_AMD	Dry age-related macular degeneration (includes geographic atrophy) (FinnGen)	OTH	206221	2469	208690	Illumina and Affymetrix	European (Finnish)	FinnGen	No
DYSENT_Sakaue_doi1011012020102320213652_1	534	0.966713798506343	PC6 (3e-01)	DYSENT_Sakaue_doi1011012020102320213652_1-hg38.tsv.gz	Sakaue	2021	doi1011012020102320213652	DYSENT	Dysentery	INF	178071	411	178482	HumanOmniExpressExome BeadChip, Illumina HumanOmniExpress, HumanExome BeadChips	East Asian (Japanese)	BBJ	No
E4_ACIDOSIS_FinnGen_FinnGenR5_1	561	0.211462843969938	PC2 (8e-02)	E4_ACIDOSIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_ACIDOSIS	Acidosis (FinnGen)	OTH	197259	210	197469	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_ACROMEG_FinnGen_FinnGenR5_1	561	0.237782164414023	PC1 (4e-03)	E4_ACROMEG_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_ACROMEG	Acromegaly and pituitary gigantism (FinnGen)	OTH	211123	114	211237	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_ADDISON_FinnGen_FinnGenR5_1	561	0.0793849030329673	PC13 (2e-03)	E4_ADDISON_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_ADDISON	Adrenocortical insufficiency (FinnGen)	OTH	211123	403	211526	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_ADRENAL_FinnGen_FinnGenR5_1	561	0.0266834864509604	PC13 (2e-04)	E4_ADRENAL_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_ADRENAL	Other disorders of adrenal gland (FinnGen)	OTH	211123	528	211651	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_AMYLNAS_FinnGen_FinnGenR5_1	561	0.322341161703934	PC8 (4e-03)	E4_AMYLNAS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_AMYLNAS	Amyloidosis, other/unspecified (FinnGen)	OTH	197259	180	197439	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_AMYLOIDOSIS_FinnGen_FinnGenR5_1	561	0.517725425347754	PC8 (6e-02)	E4_AMYLOIDOSIS_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_AMYLOIDOSIS	Amyloidosis (FinnGen)	OTH	197259	226	197485	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_CARCISDR_FinnGen_FinnGenR5_1	561	0.23100075930733	PC11 (3e-02)	E4_CARCISDR_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_CARCISDR	Carcinoid syndrome (FinnGen)	OTH	211123	161	211284	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_CA_MET_FinnGen_FinnGenR5_1	561	0.325976642634183	PC10 (2e-02)	E4_CA_MET_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_CA_MET	Disorders of calcium metabolism (FinnGen)	OTH	197259	713	197972	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_CONGEIOD_FinnGen_FinnGenR5_1	561	4.84429478564705e-06	PC1 (4e-06)	E4_CONGEIOD_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_CONGEIOD	Congenital iodine-deficiency syndrome/hypothyroidism (FinnGen)	OTH	187684	353	188037	Illumina and Affymetrix	European (Finnish)	FinnGen	Yes
E4_CUSHING_FinnGen_FinnGenR5_1	561	0.310112962898522	PC3 (3e-02)	E4_CUSHING_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_CUSHING	Cushing syndrome (FinnGen)	OTH	211123	163	211286	Illumina and Affymetrix	European (Finnish)	FinnGen	No
E4_DELPUB_FinnGen_FinnGenR5_1	561	0.851672358699275	PC10 (9e-02)	E4_DELPUB_FinnGen_FinnGenR5_1-hg38.tsv.gz	FinnGen	2020	FinnGenR5	E4_DELPUB	Delayed puberty (FinnGen)	OTH	211123	113	211236	Illumina and Affymetrix	European (Finnish)	FinnGen	No
